category,state,price,year,avg_rating,business_suggestion
Record store,MS,**,2021,4.66,Highly recommended
Food court,NM,*,2016,4.60,Highly recommended
Asian restaurant,WA,***,2019,4.44,Recommended
BBQ area,MS,**,2017,4.76,Highly recommended
Building materials store,NM,*,2019,4.17,Recommended
Passport photo processor,WA,**,2015,3.39,Discreet
RV storage facility,AL,*,2017,3.50,Discreet
Store,NM,*,2020,4.12,Recommended
Sportswear store,NH,**,2018,4.35,Recommended
Seafood market,WA,*,2017,4.16,Recommended
Health food restaurant,WA,*,2015,4.61,Highly recommended
Chocolate shop,NH,***,2019,4.71,Highly recommended
Mattress store,MS,***,2016,1.00,Not recommended
Beauty salon,NH,**,2016,4.33,Recommended
Hearing aid store,AL,**,2019,5.00,Highly recommended
Salad shop,NM,*,2020,4.06,Recommended
Shredding service,NM,**,2016,3.63,Recommended
Corporate office,NH,***,2017,3.50,Discreet
Restaurant,NH,*,2019,3.92,Recommended
Tuxedo shop,WA,**,2018,4.02,Recommended
Nightlife,MS,**,2017,4.71,Highly recommended
Cocktail bar,WA,**,2019,4.41,Recommended
Leather goods store,AL,***,2018,4.49,Recommended
Outdoor clothing and equipment shop,WA,***,2018,4.49,Recommended
Video game store,NM,**,2020,4.00,Recommended
Brunch restaurant,NH,*,2020,4.57,Highly recommended
Boat cover supplier,MS,**,2016,4.00,Recommended
Video game store,WA,**,2016,3.89,Recommended
Health spa,NM,**,2017,4.58,Highly recommended
Soup shop,WA,*,2016,4.15,Recommended
Passport photo processor,AL,*,2019,4.00,Recommended
Satellite communication service,WA,**,2016,5.00,Highly recommended
Electrician,NM,*,2016,3.75,Recommended
Punjabi restaurant,NM,**,2021,4.17,Recommended
Tapas bar,NH,**,2018,4.56,Highly recommended
Korean restaurant,NH,**,2018,4.51,Highly recommended
RV storage facility,NH,*,2021,2.59,Discreet
Sporting goods store,AL,**,2020,3.75,Recommended
Hamburger restaurant,AL,*,2017,3.65,Recommended
Auto parts store,NM,*,2021,3.54,Recommended
Brake shop,NH,**,2015,1.00,Not recommended
Food producer,NH,**,2019,4.42,Recommended
Equipment rental agency,NH,*,2018,5.00,Highly recommended
Vending machine supplier,NH,***,2021,3.00,Discreet
Engraver,AL,**,2018,4.33,Recommended
Shipping and mailing service,NH,**,2016,3.78,Recommended
Landscaping supply store,WA,*,2021,4.28,Recommended
Sod supplier,WA,*,2015,4.50,Recommended
Hot dog restaurant,WA,**,2021,4.21,Recommended
Fashion accessories store,AL,**,2019,4.19,Recommended
Beverages,WA,**,2016,4.29,Recommended
Car dealer,NM,**,2018,4.14,Recommended
Welding supply store,WA,*,2020,4.21,Recommended
Espresso bar,NH,**,2015,4.12,Recommended
Pet trainer,NM,**,2019,4.23,Recommended
Car repair and maintenance,WA,*,2018,4.63,Highly recommended
Frozen dessert supplier,Unknown,*,2021,5.00,Highly recommended
Auto parts store,NM,*,2016,2.56,Discreet
Pet supply store,AL,*,2016,3.86,Recommended
Game store,WA,*,2017,2.20,Discreet
Taco restaurant,NH,**,2018,3.69,Recommended
Sushi restaurant,MS,*,2021,4.04,Recommended
Supermarket,AL,***,2017,4.46,Recommended
Car stereo store,AL,**,2017,5.00,Highly recommended
Gas station,MS,**,2019,3.70,Recommended
Lawn mower repair service,NH,*,2019,3.00,Discreet
Takeout Restaurant,NM,***,2015,4.44,Recommended
Topsoil supplier,MS,*,2016,5.00,Highly recommended
Auto parts store,NH,**,2016,3.61,Recommended
Optometrist,MS,*,2016,5.00,Highly recommended
Delivery service,NM,*,2016,4.21,Recommended
Preschool,WA,*,2015,3.00,Discreet
Cookie shop,NH,***,2021,5.00,Highly recommended
Soup shop,NM,*,2021,3.65,Recommended
Persian restaurant,WA,**,2016,3.55,Recommended
Corporate office,NH,**,2019,4.42,Recommended
Homeless shelter,WA,*,2021,5.00,Highly recommended
Event venue,MS,*,2015,4.67,Highly recommended
Amusement center,NM,**,2015,2.43,Discreet
Dessert shop,WA,*,2015,4.23,Recommended
Conservative club,WA,*,2015,5.00,Highly recommended
Floor refinishing service,WA,**,2020,2.50,Discreet
Bubble tea store,AL,**,2021,4.10,Recommended
Tool store,NH,***,2017,4.10,Recommended
Professional services,AL,*,2021,4.91,Highly recommended
Truck parts supplier,AL,**,2020,4.63,Highly recommended
Bead store,NH,**,2021,4.37,Recommended
Non-profit organization,MS,*,2016,3.60,Recommended
Tea house,NM,*,2016,4.67,Highly recommended
T-shirt store,MS,***,2017,3.75,Recommended
Dance school,WA,*,2016,4.27,Recommended
Jewelry store,NM,*,2016,4.02,Recommended
Modern izakaya restaurants,WA,**,2018,4.63,Highly recommended
Lawn equipment rental service,AL,**,2017,4.51,Highly recommended
Call center,WA,**,2018,3.75,Recommended
Vegan restaurant,WA,*,2021,4.40,Recommended
Grill,NM,**,2018,4.28,Recommended
Rug store,AL,*,2021,4.16,Recommended
Delivery Chinese restaurant,AL,*,2019,3.89,Recommended
Oyster bar restaurant,NM,***,2017,4.23,Recommended
Brunch restaurant,AL,****,2021,4.79,Highly recommended
Kitchen supply store,NH,***,2020,4.27,Recommended
Cafe,NM,*,2019,4.38,Recommended
Computer store,WA,***,2015,3.96,Recommended
Clothing store,MS,***,2018,4.33,Recommended
Restaurant or cafe,MS,*,2020,4.63,Highly recommended
Laundromat,WA,*,2019,4.36,Recommended
Natural goods store,WA,**,2021,4.65,Highly recommended
Club,AL,**,2016,4.00,Recommended
Children's clothing store,NH,**,2019,4.15,Recommended
Hardware store,MS,**,2018,4.52,Highly recommended
Pizza restaurant,WA,**,2021,4.31,Recommended
Tractor repair shop,WA,**,2017,4.34,Recommended
Supermarket,NH,**,2020,4.23,Recommended
Shoe store,MS,**,2021,4.13,Recommended
Tool store,MS,**,2018,4.44,Recommended
Ramen restaurant,WA,*,2017,4.22,Recommended
Computer service,WA,**,2019,3.22,Discreet
Rest stop,WA,**,2018,4.20,Recommended
Internet service provider,MS,**,2016,4.48,Recommended
Gold dealer,WA,**,2019,2.68,Discreet
Cleaning products supplier,AL,**,2018,3.48,Discreet
Brewpub,MS,**,2018,4.54,Highly recommended
Soup shop,NH,*,2021,4.73,Highly recommended
Produce market,NM,*,2015,3.26,Discreet
Washer & dryer repair service,MS,**,2015,3.67,Recommended
Electronics store,WA,*,2017,3.73,Recommended
Clothing store,NH,***,2017,4.43,Recommended
Restaurant,MS,*,2016,3.58,Recommended
School supply store,MS,**,2020,2.67,Discreet
Massage therapist,AL,**,2016,5.00,Highly recommended
Hot dog restaurant,MS,*,2021,3.91,Recommended
Cocktail bar,NM,**,2017,3.92,Recommended
Shoe store,NM,*,2018,4.04,Recommended
Fabric store,AL,**,2020,4.52,Highly recommended
Flooring store,MS,**,2020,4.89,Highly recommended
Snack bar,NM,*,2019,3.55,Recommended
Pharmacy,NM,*,2015,3.28,Discreet
Bistro,NH,***,2015,4.76,Highly recommended
Crab house,WA,**,2021,4.10,Recommended
Maternity store,WA,***,2020,5.00,Highly recommended
Cabinet store,WA,*,2021,4.18,Recommended
Silversmith,NM,**,2017,2.73,Discreet
Computer store,NM,**,2016,3.48,Discreet
Bar,WA,****,2015,4.37,Recommended
Oyster bar restaurant,AL,*,2017,4.44,Recommended
Burglar alarm store,AL,**,2018,3.88,Recommended
Historical landmark,MS,**,2015,3.50,Discreet
Custom t-shirt store,NH,***,2018,4.04,Recommended
Gift shop,NH,**,2018,4.32,Recommended
Chinese takeaway,WA,*,2016,4.37,Recommended
Gluten-free restaurant,MS,**,2021,4.16,Recommended
Perfume store,NH,***,2021,3.94,Recommended
Desktop publishing service,WA,**,2015,5.00,Highly recommended
Tex-Mex restaurant,NM,*,2019,3.84,Recommended
Digital printer,MS,*,2019,4.11,Recommended
Rustic furniture store,WA,**,2016,4.18,Recommended
Diamond dealer,MS,**,2016,4.00,Recommended
Bridal shop,MS,***,2017,4.57,Highly recommended
Pacific Northwest restaurant (US),WA,**,2016,4.24,Recommended
Agricultural service,NM,**,2015,5.00,Highly recommended
Wedding venue,MS,*,2020,5.00,Highly recommended
Caterer,Unknown,**,2020,4.13,Recommended
Marketing consultant,NM,**,2019,4.89,Highly recommended
Facial spa,NM,**,2016,5.00,Highly recommended
Natural goods store,NH,**,2016,4.82,Highly recommended
Car finance and loan company,MS,*,2020,4.43,Recommended
Cutlery store,MS,**,2019,4.43,Recommended
Eye care center,WA,***,2016,4.00,Recommended
ATM,WA,*,2020,2.80,Discreet
Paint manufacturer,NM,**,2016,4.07,Recommended
Craft store,NM,*,2021,4.01,Recommended
Safety equipment supplier,AL,**,2019,4.00,Recommended
Live music venue,MS,**,2016,4.44,Recommended
Pastry shop,WA,*,2019,4.41,Recommended
Meal delivery,MS,**,2019,4.61,Highly recommended
Meat processor,AL,**,2017,3.00,Discreet
Cosmetics store,NM,*,2016,3.44,Discreet
Skate shop,NH,**,2020,4.67,Highly recommended
Wi-Fi spot,NH,*,2021,5.00,Highly recommended
Convenience stores organization,NM,*,2015,5.00,Highly recommended
Crab house,AL,**,2019,4.12,Recommended
Caribbean restaurant,AL,*,2016,4.71,Highly recommended
Diesel fuel supplier,NH,**,2020,2.48,Discreet
Propane supplier,NH,**,2015,4.13,Recommended
Pilates studio,NM,**,2017,4.58,Highly recommended
Coworking space,WA,*,2019,4.32,Recommended
Optician,MS,*,2018,3.00,Discreet
Pet store,NM,**,2020,4.41,Recommended
Turkish restaurant,WA,*,2020,4.32,Recommended
Ready mix concrete supplier,NM,*,2017,3.70,Recommended
Department store,AL,*,2019,4.11,Recommended
Gyro restaurant,AL,**,2018,4.31,Recommended
Make-up artist,NH,**,2016,5.00,Highly recommended
Hearing aid store,AL,**,2017,5.00,Highly recommended
Modern French restaurant,NM,**,2016,3.88,Recommended
Dollar store,NH,*,2018,4.08,Recommended
Facial spa,NH,**,2016,5.00,Highly recommended
Italian restaurant,MS,*,2018,4.31,Recommended
Convenience store,NM,*,2020,3.37,Discreet
Watch store,NM,***,2021,4.40,Recommended
Natural goods store,AL,*,2018,4.25,Recommended
Craft store,WA,**,2020,4.26,Recommended
Grocery store,NH,***,2018,4.34,Recommended
Cable company,AL,**,2016,4.67,Highly recommended
Telephone company,AL,*,2015,3.22,Discreet
Ear piercing service,AL,**,2018,4.22,Recommended
Gift shop,MS,**,2020,4.25,Recommended
Craft store,NM,*,2015,3.54,Recommended
Lunch restaurant,MS,*,2016,3.36,Discreet
Takeout Restaurant,WA,*,2021,3.85,Recommended
Restaurant,NM,***,2018,4.43,Recommended
Cheese shop,NM,**,2018,4.58,Highly recommended
Home goods store,AL,**,2015,3.84,Recommended
Used book store,WA,*,2017,4.03,Recommended
Convenience store,NM,*,2015,3.59,Recommended
Meat products,NM,**,2015,4.14,Recommended
Banquet hall,NM,***,2017,4.40,Recommended
Clothing alteration service,WA,***,2017,4.46,Recommended
Candy store,NH,*,2019,4.40,Recommended
Lighting store,WA,*,2016,3.81,Recommended
Pan-Latin restaurant,NM,***,2020,4.31,Recommended
Banquet hall,MS,*,2021,5.00,Highly recommended
Hat shop,AL,**,2016,4.21,Recommended
Boat ramp,WA,*,2016,4.71,Highly recommended
Japanese steakhouse,AL,**,2020,4.35,Recommended
Ethnic restaurant,NH,**,2019,4.16,Recommended
Mattress store,NH,*,2019,4.39,Recommended
Air conditioning repair service,MS,*,2019,4.30,Recommended
Logistics service,NH,**,2015,1.50,Not recommended
Sunglasses store,AL,***,2020,3.94,Recommended
Custom t-shirt store,AL,**,2016,3.79,Recommended
Contact lenses supplier,AL,*,2021,4.36,Recommended
Banquet hall,NM,***,2021,4.20,Recommended
Furnace repair service,AL,**,2019,3.88,Recommended
Auto repair shop,WA,*,2018,3.36,Discreet
Winery,NH,**,2017,2.85,Discreet
Computer repair service,MS,**,2021,1.00,Not recommended
Maternity store,WA,**,2016,3.33,Discreet
Thai restaurant,WA,*,2020,4.39,Recommended
Photo shop,MS,*,2019,4.01,Recommended
Grill store,AL,***,2016,5.00,Highly recommended
Tea and coffee merchant,WA,**,2020,4.46,Recommended
Appliance store,Unknown,**,2019,4.10,Recommended
Women's clothing store,WA,***,2020,4.26,Recommended
Hawaiian restaurant,WA,**,2016,4.42,Recommended
Electrician,WA,**,2017,4.39,Recommended
Alternative fuel station,WA,**,2018,3.40,Discreet
Farmers' market,AL,**,2019,4.65,Highly recommended
Pet trainer,MS,**,2018,4.67,Highly recommended
Pool hall,WA,**,2019,4.20,Recommended
Tobacco shop,AL,*,2020,4.00,Recommended
Sandwich shop,MS,*,2020,3.81,Recommended
Convenience store,NH,*,2021,3.78,Recommended
Gift shop,WA,****,2018,4.22,Recommended
Southern restaurant (US),WA,**,2016,4.40,Recommended
Outlet store,NM,**,2016,4.59,Highly recommended
Chinaware store,AL,***,2018,4.38,Recommended
Computer service,NH,**,2020,2.58,Discreet
Vegan restaurant,WA,**,2021,4.32,Recommended
Boat ramp,WA,*,2020,4.74,Highly recommended
Water purification company,NM,*,2019,4.81,Highly recommended
Flooring store,AL,*,2015,3.71,Recommended
Frozen dessert supplier,WA,**,2020,4.82,Highly recommended
Women's clothing store,NH,**,2019,4.29,Recommended
Garden center,AL,*,2021,4.10,Recommended
Paper distributor,NH,**,2015,3.46,Discreet
Outdoor furniture store,NM,*,2019,4.07,Recommended
Mexican restaurant,Unknown,*,2020,4.55,Highly recommended
Art museum,MS,**,2021,3.78,Recommended
Middle Eastern restaurant,NM,*,2019,4.48,Recommended
Swimwear store,AL,*,2021,4.33,Recommended
Social services organization,WA,*,2020,4.56,Highly recommended
Plumbing supply store,NH,**,2015,4.75,Highly recommended
Vegetarian restaurant,NM,*,2018,3.91,Recommended
Beverage distributor,MS,*,2017,3.59,Recommended
Thai restaurant,AL,***,2021,4.70,Highly recommended
Asian fusion restaurant,AL,***,2021,4.57,Highly recommended
Cake shop,NH,**,2021,4.77,Highly recommended
Novelty store,AL,**,2017,4.10,Recommended
Manufacturer,WA,**,2017,4.00,Recommended
Brewery,NM,**,2019,4.29,Recommended
Gift basket store,AL,***,2019,4.67,Highly recommended
Marketing consultant,AL,**,2016,4.87,Highly recommended
Grocery store,Unknown,*,2021,4.01,Recommended
Takeout restaurant,Unknown,**,2021,4.29,Recommended
Cafe,Unknown,**,2015,3.49,Discreet
Vegan restaurant,AL,*,2017,4.35,Recommended
Coffee roasters,NH,*,2021,5.00,Highly recommended
Coffee shop,AL,**,2018,4.25,Recommended
Masonry supply store,NH,*,2016,5.00,Highly recommended
Security system installer,WA,**,2016,1.00,Not recommended
Cafe,MS,**,2016,4.25,Recommended
Sports bar,NH,*,2019,4.25,Recommended
Roofing supply store,AL,*,2021,5.00,Highly recommended
Wedding bakery,WA,**,2019,4.45,Recommended
Beauty salon,MS,**,2015,5.00,Highly recommended
Seafood restaurant,NH,***,2021,4.46,Recommended
Karaoke bar,AL,*,2020,4.24,Recommended
Lawn mower repair service,AL,*,2020,4.19,Recommended
Rustic furniture store,AL,***,2017,4.57,Highly recommended
Caribbean restaurant,MS,**,2017,4.66,Highly recommended
Uniform store,MS,**,2019,5.00,Highly recommended
Traditional American restaurant,WA,**,2019,4.07,Recommended
Pet store,MS,**,2015,4.29,Recommended
Food products supplier,Unknown,**,2015,5.00,Highly recommended
Plumber,WA,*,2016,2.50,Discreet
Mechanic,MS,*,2018,4.18,Recommended
Karaoke,NM,**,2020,4.49,Recommended
Soup restaurant,MS,*,2017,4.53,Highly recommended
Cleaning products supplier,NM,**,2019,2.00,Not recommended
Paintings store,NM,**,2020,4.66,Highly recommended
Vegetarian restaurant,MS,**,2019,4.66,Highly recommended
Outlet store,MS,***,2017,4.16,Recommended
Book store,NH,**,2019,4.43,Recommended
Live music venue,NM,**,2016,4.28,Recommended
Goldsmith,NH,***,2021,4.04,Recommended
Florist,AL,**,2019,4.67,Highly recommended
Rustic furniture store,NH,**,2016,3.88,Recommended
Japanese delicatessen,WA,*,2018,4.78,Highly recommended
Computer store,MS,**,2019,4.04,Recommended
Wi-Fi spot,NH,**,2017,4.69,Highly recommended
Juice shop,AL,*,2019,4.17,Recommended
Cajun restaurant,AL,***,2017,4.36,Recommended
Barbecue restaurant,WA,*,2019,4.33,Recommended
Recreation center,AL,**,2016,2.67,Discreet
Used CD store,WA,**,2019,4.57,Highly recommended
Tool store,MS,***,2018,4.38,Recommended
Bank,NM,**,2019,2.40,Discreet
Air conditioning repair service,MS,*,2020,3.00,Discreet
Farm shop,NH,*,2021,5.00,Highly recommended
Uniform store,WA,**,2016,4.52,Highly recommended
Brasserie,WA,**,2015,3.97,Recommended
Down home cooking restaurant,AL,*,2017,4.51,Highly recommended
Music store,WA,*,2015,3.43,Discreet
Comic book store,MS,*,2018,4.40,Recommended
Garden furniture shop,MS,*,2018,3.87,Recommended
Lawn mower repair service,AL,***,2015,5.00,Highly recommended
Gluten-free restaurant,Unknown,**,2016,4.14,Recommended
Modern European restaurant,WA,***,2019,4.63,Highly recommended
Medical supply store,WA,*,2015,2.13,Discreet
Trailer supply store,WA,*,2018,2.52,Discreet
Skateboard shop,NH,**,2018,3.60,Recommended
Pharmacy,AL,**,2016,4.21,Recommended
Hoagie restaurant,WA,*,2019,3.72,Recommended
Bar & grill,NM,***,2018,4.30,Recommended
Deli,MS,**,2020,4.19,Recommended
Wicker store,AL,**,2015,3.25,Discreet
Pan-Asian restaurant,WA,*,2021,4.34,Recommended
Linens store,NM,*,2020,4.52,Highly recommended
Tuxedo shop,AL,**,2018,4.47,Recommended
Supermarket,MS,***,2016,4.32,Recommended
Barber supply store,MS,*,2021,3.68,Recommended
Provence restaurant,WA,**,2017,4.49,Recommended
Animal feed store,WA,**,2015,4.75,Highly recommended
Business to business service,NM,**,2017,3.87,Recommended
Fashion accessories store,AL,***,2016,4.06,Recommended
Japanese steakhouse,NM,**,2018,4.40,Recommended
Painting,WA,**,2016,4.41,Recommended
Cheesesteak restaurant,MS,*,2021,3.39,Discreet
Lawn mower repair service,AL,*,2021,4.33,Recommended
Vegan restaurant,NH,*,2021,4.89,Highly recommended
Vaporizer store,WA,**,2015,4.74,Highly recommended
Home improvement store,AL,***,2017,3.00,Discreet
Flooring store,WA,**,2018,5.00,Highly recommended
Discount store,NM,*,2019,3.97,Recommended
Electronics store,WA,****,2016,4.88,Highly recommended
Medical supply store,NH,*,2018,2.69,Discreet
Appliance store,WA,**,2018,3.98,Recommended
Bar & grill,MS,**,2016,3.75,Recommended
Fish & chips restaurant,MS,**,2020,3.78,Recommended
Tool store,NM,**,2021,4.32,Recommended
Maternity store,WA,**,2020,3.91,Recommended
Roofing contractor,WA,**,2020,3.50,Discreet
Outdoor furniture store,WA,***,2018,4.29,Recommended
Check cashing service,AL,**,2018,5.00,Highly recommended
Greeting card shop,AL,**,2018,3.41,Discreet
Gastropub,WA,*,2018,4.27,Recommended
Vitamin & supplements store,MS,**,2017,4.30,Recommended
Bridal shop,NH,**,2019,4.36,Recommended
Billiards supply store,AL,*,2020,4.83,Highly recommended
Ski resort,NM,**,2018,4.28,Recommended
Electric vehicle charging station,NH,**,2018,3.97,Recommended
Wedding store,MS,**,2020,4.33,Recommended
Pipe supplier,AL,**,2019,5.00,Highly recommended
Bedding store,AL,*,2016,4.13,Recommended
Tamale shop,WA,*,2021,4.88,Highly recommended
Appliance store,NM,**,2015,3.25,Discreet
Dessert shop,WA,**,2020,4.38,Recommended
Property management company,WA,**,2020,3.94,Recommended
Meat processor,AL,**,2018,4.30,Recommended
Toy store,NM,*,2019,3.90,Recommended
Dance club,WA,**,2016,4.47,Recommended
Hobby store,NM,**,2018,4.50,Recommended
Caribbean restaurant,NH,*,2015,5.00,Highly recommended
Dance hall,AL,*,2015,5.00,Highly recommended
Beverage distributor,WA,**,2021,4.52,Highly recommended
Window treatment store,WA,**,2019,4.48,Recommended
Cider bar,WA,*,2017,4.78,Highly recommended
Clothing store,NM,**,2019,4.19,Recommended
Cocktail bar,NH,**,2015,4.27,Recommended
Southeast Asian restaurant,MS,**,2021,4.31,Recommended
Historical landmark,MS,**,2021,3.93,Recommended
American restaurant,MS,**,2015,3.47,Discreet
Japanese restaurant,AL,**,2021,4.29,Recommended
Chinese restaurant,WA,**,2017,4.02,Recommended
Furniture store,MS,*,2017,4.02,Recommended
Contact lenses supplier,NH,*,2021,3.62,Recommended
Deli,MS,*,2021,4.20,Recommended
Contractor,WA,*,2015,1.00,Not recommended
Pretzel store,NH,*,2016,4.50,Recommended
