category,state,price,year,avg_rating,business suggestion
Construction equipment supplier,NH,**,2017,3.6666666666666665,Recommended
Canoe and kayak club,WA,**,2016,4.285714285714286,Recommended
Truck stop,NM,*,2020,4.381443298969073,Recommended
Chauffeur service,WA,**,2021,4.396044980895203,Recommended
Clothing store,WA,****,2016,3.916666666666667,Recommended
DVD store,MS,*,2015,4.666666666666667,Highly recommended
Organic restaurant,NM,**,2020,4.554201729201729,Highly recommended
Rug store,WA,*,2019,4.034473727080083,Recommended
Mediterranean restaurant,WA,***,2015,4.131944444444445,Recommended
Painting,WA,**,2017,4.514701897018971,Highly recommended
Wedding store,WA,**,2016,4.120804855179855,Recommended
Fire protection consultant,WA,**,2020,4.0,Recommended
Home goods store,WA,*,2018,4.011673451267301,Recommended
Wallpaper store,MS,**,2020,4.5949056921079885,Highly recommended
Boat cover supplier,WA,**,2019,4.337632681367524,Recommended
Exhibit,NH,**,2021,5.0,Highly recommended
Chinese takeaway,WA,***,2017,3.515151515151515,Recommended
Lawn mower store,NM,*,2017,3.90625,Recommended
Education center,AL,*,2020,4.787878787878788,Highly recommended
Buffet restaurant,NM,*,2021,3.9361148111148108,Recommended
Internet cafe,WA,**,2021,4.367809700998909,Recommended
Furniture store,AL,**,2020,4.084727361514582,Recommended
Toy store,NM,*,2018,3.994082035572425,Recommended
Cold noodle restaurant,WA,*,2019,4.455508982035928,Recommended
Diamond dealer,NM,**,2015,1.5,Not recommended
Noodle shop,AL,**,2016,4.362568228872577,Recommended
Club,AL,*,2017,4.35,Recommended
Plumber,WA,*,2016,2.5,Discreet
Mexican goods store,MS,*,2017,4.933333333333334,Highly recommended
Cleaning products supplier,WA,**,2020,5.0,Highly recommended
Paintings store,AL,**,2016,4.476190476190476,Recommended
Korean restaurant,WA,**,2017,4.25921664923457,Recommended
Japanese restaurant,Unknown,**,2020,4.03203644513024,Recommended
Chinese takeaway,WA,*,2021,4.444722512624071,Recommended
Japanese steakhouse,AL,**,2017,4.326372036213041,Recommended
Pub,NM,*,2020,4.4691634491634495,Recommended
Vitamin & supplements store,NH,**,2018,3.900326797385621,Recommended
Custom t-shirt store,NH,***,2017,4.7,Highly recommended
Electronics store,MS,*,2016,3.8320817209207174,Recommended
Miniatures store,AL,**,2020,4.254385964912281,Recommended
Fried chicken takeaway,NM,**,2016,4.357142857142857,Recommended
Southern restaurant (US),MS,**,2018,4.167336689006333,Recommended
Wood floor installation service,NH,*,2017,2.7083333333333335,Discreet
Bridal shop,AL,**,2020,4.613852813852814,Highly recommended
Gay & lesbian organization,MS,*,2020,4.424242424242424,Recommended
Pool billard club,WA,*,2015,4.0,Recommended
Outdoor furniture store,NM,**,2017,4.0539025571619804,Recommended
Tailor,WA,**,2020,4.293876522782772,Recommended
Hair extension technician,WA,**,2020,4.142857142857143,Recommended
Seafood restaurant,NH,****,2019,4.67741935483871,Highly recommended
Computer consultant,WA,**,2021,3.4132716049382714,Discreet
Kitchen furniture store,AL,**,2015,3.25,Discreet
Lawn mower store,NH,**,2019,4.436373510199243,Recommended
Gluten-free restaurant,NM,**,2015,3.7953030303030304,Recommended
Electrical substation,NM,**,2021,5.0,Highly recommended
Stationery store,NH,**,2021,3.064957264957265,Discreet
Dance hall,WA,**,2019,4.2692868219315265,Recommended
Movie rental,AL,*,2019,2.8333333333333335,Discreet
Religious goods store,AL,**,2016,4.536363636363636,Highly recommended
Dessert restaurant,NM,**,2016,3.9644757407625053,Recommended
Pub,AL,*,2018,4.431632199362825,Recommended
Abrasives supplier,WA,**,2020,4.246031746031746,Recommended
Live music venue,WA,***,2020,4.5464038770046,Highly recommended
Kosher grocery store,WA,**,2021,4.333333333333333,Recommended
Shoe store,NH,**,2020,4.338643959174113,Recommended
Karaoke bar,AL,**,2021,4.174712643678161,Recommended
Department store,NH,*,2018,4.0182835005754995,Recommended
Safety equipment supplier,MS,**,2020,3.3333333333333335,Discreet
Sunglasses store,WA,**,2017,3.8836190476190477,Recommended
Discount store,NM,*,2019,3.9699810073371906,Recommended
Outdoor clothing and equipment shop,WA,***,2020,4.555555555555555,Highly recommended
Banquet hall,MS,**,2021,4.3093568829814854,Recommended
Izakaya restaurant,WA,*,2016,4.315789473684211,Recommended
Egyptian restaurant,WA,*,2015,4.166666666666667,Recommended
Chocolate cafe,WA,***,2016,4.795634920634921,Highly recommended
Banquet hall,MS,**,2016,4.230248617465305,Recommended
Box lunch supplier,AL,**,2018,4.123143903782958,Recommended
Beauty supply store,WA,*,2015,4.107142857142857,Recommended
Irish pub,NH,*,2015,4.666666666666666,Highly recommended
Rug store,NH,*,2018,4.083773217543151,Recommended
Frozen yogurt shop,NH,**,2021,5.0,Highly recommended
Book store,NH,**,2021,4.5548847681148965,Highly recommended
Restaurant,AL,**,2019,4.215803685083348,Recommended
Barbecue area,AL,**,2016,2.5,Discreet
Electronic parts supplier,WA,**,2020,4.082258286918016,Recommended
Barbecue restaurant,WA,**,2017,4.194600007449897,Recommended
Pizza delivery,MS,**,2021,3.7943423202614377,Recommended
Dress store,NM,**,2015,5.0,Highly recommended
Tool store,AL,***,2015,5.0,Highly recommended
ATM,MS,*,2018,3.3997362583274384,Discreet
Sunglasses store,AL,**,2020,4.291882332643202,Recommended
Gift wrap store,WA,**,2016,3.75,Recommended
Lounge,MS,**,2016,4.343636363636364,Recommended
Seafood restaurant,WA,**,2017,4.16277578224283,Recommended
Internet service provider,AL,**,2019,4.2876039216688975,Recommended
Produce wholesaler,Unknown,*,2016,4.043478260869565,Recommended
Vaporizer store,WA,**,2017,4.365396825396825,Recommended
Jewelry repair service,WA,***,2016,2.8275641025641027,Discreet
Car repair and maintenance,AL,**,2021,4.599598163030999,Highly recommended
Chinese restaurant,WA,***,2021,4.157894736842105,Recommended
American restaurant,WA,*,2015,3.643005976175328,Recommended
Protective clothing supplier,WA,**,2019,4.933884297520661,Highly recommended
Convenience store,WA,***,2020,4.071428571428571,Recommended
Massage spa,WA,**,2021,4.625,Highly recommended
Sports bar,WA,*,2019,4.232033741115303,Recommended
Men's clothing store,WA,***,2017,3.9050962604098762,Recommended
Car battery store,WA,*,2021,3.51367785604918,Recommended
Tourist attraction,NH,**,2015,3.9210526315789473,Recommended
Bathroom supply store,WA,*,2020,4.1741304675720965,Recommended
Dog park,AL,*,2016,4.404761904761905,Recommended
Wi-Fi spot,WA,*,2020,4.58615497637276,Highly recommended
Outlet store,MS,*,2019,3.282608695652174,Discreet
Punjabi restaurant,WA,**,2015,4.3,Recommended
Glassware store,MS,**,2015,4.333333333333333,Recommended
Chinese restaurant,AL,*,2019,4.032179741780446,Recommended
Clothing store,AL,***,2018,4.384680490266093,Recommended
Teppanyaki restaurant,WA,***,2018,4.179140844324381,Recommended
Beverage distributor,AL,***,2019,4.5,Recommended
Marble supplier,MS,*,2018,3.0,Discreet
Movie rental kiosk,NM,*,2018,4.13768115942029,Recommended
Flag store,AL,**,2015,5.0,Highly recommended
Doctor,WA,**,2016,3.2857142857142856,Discreet
Hot dog stand,WA,*,2017,4.440880713489409,Recommended
Restaurant,Unknown,**,2021,4.2955224104251934,Recommended
Asian restaurant,AL,*,2021,3.924854483232103,Recommended
Dessert restaurant,WA,*,2017,4.292648070337313,Recommended
Fire alarm supplier,WA,**,2018,4.817135549872123,Highly recommended
Wine bar,NH,*,2020,4.742424242424242,Highly recommended
Gourmet grocery store,MS,***,2020,4.444444444444445,Recommended
Indian takeaway,WA,**,2021,3.874981910264168,Recommended
Gastropub,AL,***,2019,4.253195319531953,Recommended
Christian book store,AL,*,2019,4.777777777777778,Highly recommended
Audio visual equipment supplier,WA,**,2017,4.666666666666667,Highly recommended
Ham shop,AL,**,2018,4.490001519323381,Recommended
Tailor,NH,**,2016,3.036363636363636,Discreet
Electronic parts supplier,AL,*,2019,3.8757898114062495,Recommended
Hamburger restaurant,Unknown,**,2021,4.071969696969697,Recommended
Fashion accessories store,NH,**,2019,4.020697011060661,Recommended
Indian takeaway,AL,**,2020,4.400997968736201,Recommended
Fried chicken takeaway,NM,*,2020,4.4950495049504955,Recommended
Outlet store,AL,**,2015,3.55,Recommended
Sod supplier,NM,*,2021,4.6819444444444445,Highly recommended
Tailor,AL,***,2016,3.229012345679012,Discreet
Wedding bakery,AL,*,2021,4.584722222222222,Highly recommended
Cabinet store,WA,*,2019,4.0713482828175245,Recommended
Auto repair shop,WA,**,2017,4.8,Highly recommended
Establishment,WA,**,2017,4.666666666666667,Highly recommended
Buffet restaurant,WA,**,2015,3.5313403082538475,Recommended
Night club,WA,***,2018,4.326625794090735,Recommended
Wine storage facility,WA,**,2015,4.5,Recommended
Vacuum cleaner repair shop,AL,***,2016,5.0,Highly recommended
Data recovery service,MS,**,2021,1.0,Not recommended
Car battery store,NM,*,2021,3.439488636363636,Discreet
Wine store,WA,***,2016,4.544462105291599,Highly recommended
Telephone company,NM,*,2017,3.7266650307433826,Recommended
Pottery store,NH,***,2018,4.0,Recommended
Battery store,WA,**,2017,4.666666666666667,Highly recommended
Wine store,WA,***,2019,4.642479208174893,Highly recommended
Event venue,NH,*,2020,4.297730928795191,Recommended
Children's clothing store,WA,***,2017,4.231891021371921,Recommended
Variety store,NH,*,2020,4.1880856038561305,Recommended
Soup restaurant,WA,**,2020,4.142219649730954,Recommended
Storage facility,WA,*,2016,4.133333333333334,Recommended
Pub,WA,*,2016,4.163261887095248,Recommended
Tea house,AL,*,2016,4.734271513483442,Highly recommended
Kerosene supplier,NH,**,2018,3.0,Discreet
Dress store,NH,***,2015,5.0,Highly recommended
Bridal shop,AL,**,2017,4.333333333333333,Recommended
Linens store,AL,**,2016,4.0455192534738,Recommended
Gluten-free restaurant,NH,***,2016,4.368421052631579,Recommended
Uniform store,NM,**,2018,4.2555555555555555,Recommended
Construction equipment supplier,NH,**,2018,4.2,Recommended
Grocery store,NM,*,2021,4.0937584388887345,Recommended
Hamburger restaurant,MS,*,2021,3.7228818370043593,Recommended
Sign shop,NH,**,2021,4.013888888888888,Recommended
School supply store,WA,*,2020,4.113060164974094,Recommended
Steak house,NH,**,2021,4.199265597866776,Recommended
Tractor repair shop,AL,**,2018,2.0,Not recommended
Small engine repair service,NM,**,2017,3.5,Discreet
Spice store,WA,***,2020,4.75,Highly recommended
Down home cooking restaurant,NH,*,2017,4.765036231884058,Highly recommended
Washer & dryer store,AL,*,2017,4.185185185185185,Recommended
Discount store,NH,**,2015,2.3333333333333335,Discreet
Crab house,MS,**,2016,3.8642046031689494,Recommended
Grocery store,NH,*,2021,4.157123350695284,Recommended
Jewelry repair service,WA,**,2019,3.5050344717011384,Recommended
Creole restaurant,MS,*,2020,4.573770491803279,Highly recommended
Meal delivery,AL,**,2021,3.0,Discreet
Health food restaurant,NM,*,2019,4.22545764643474,Recommended
Paint store,AL,*,2017,4.094099939440614,Recommended
Invitation printing service,WA,**,2019,4.012005597996386,Recommended
Irish pub,NH,*,2016,3.763888888888889,Recommended
Event planner,MS,**,2017,4.485714285714286,Recommended
Trailer supply store,AL,*,2021,3.0472374847374843,Discreet
Electric vehicle charging station,WA,*,2019,4.523809523809524,Highly recommended
Tire shop,WA,**,2020,3.6615628333019647,Recommended
Hat shop,NM,**,2018,4.422377622377623,Recommended
English restaurant,NM,***,2015,4.571428571428571,Highly recommended
Social services organization,NM,*,2021,5.0,Highly recommended
Izakaya restaurant,NM,**,2021,4.607142857142857,Highly recommended
Refrigerator repair service,NM,**,2021,1.8,Not recommended
Donations center,WA,*,2015,3.8731060606060606,Recommended
Dart bar,WA,*,2017,4.191778711484593,Recommended
Appliance repair service,NH,**,2015,4.299450549450549,Recommended
Beer store,Unknown,**,2015,3.0,Discreet
Masonry supply store,MS,*,2018,3.0,Discreet
Fraternal organization,WA,*,2020,4.833333333333334,Highly recommended
Handyman,NH,*,2018,4.0,Recommended
Cigar shop,WA,**,2017,4.475478468899522,Recommended
Donut shop,NH,*,2015,3.144315245478036,Discreet
Jeans shop,AL,**,2015,5.0,Highly recommended
Kitchen supply store,NH,*,2021,4.35015086797315,Recommended
Rustic furniture store,AL,***,2015,5.0,Highly recommended
Hawaiian goods store,WA,**,2020,4.830188679245283,Highly recommended
Home goods store,WA,**,2021,4.214082308899281,Recommended
Florist,AL,*,2016,4.14669519649336,Recommended
Maternity store,NH,**,2018,5.0,Highly recommended
Print shop,NM,**,2017,3.385926417930728,Discreet
Toy store,NH,**,2017,4.066008096806403,Recommended
Flooring store,WA,*,2016,3.483391553205867,Discreet
Lumber store,AL,*,2020,4.0,Recommended
Dim sum restaurant,WA,**,2017,3.918799584448874,Recommended
Tea wholesaler,WA,*,2017,4.966666666666667,Highly recommended
Bakery,WA,*,2020,4.38182228279973,Recommended
Cookie shop,AL,*,2018,4.181292517006803,Recommended
Costume store,MS,**,2016,4.083333333333334,Recommended
Sandwich shop,NM,**,2017,4.283579335890098,Recommended
Commercial printer,WA,**,2017,4.448538664400734,Recommended
Live music venue,WA,**,2020,4.442497146472856,Recommended
Grocery delivery service,WA,**,2016,3.7188737876931044,Recommended
Comic book store,MS,*,2021,4.4525720802495,Recommended
Department store,MS,*,2020,4.1222782033546626,Recommended
Lighting store,WA,***,2021,4.131666666666666,Recommended
Used truck dealer,NH,*,2016,3.6276455026455032,Recommended
Passport photo processor,AL,**,2019,4.240003052503052,Recommended
Internet service provider,NM,**,2019,4.212312220818965,Recommended
Asian restaurant,WA,****,2017,4.641666666666667,Highly recommended
Brazilian restaurant,NM,***,2015,4.181818181818182,Recommended
Used office furniture store,MS,**,2020,2.5804761904761904,Discreet
Wine store,WA,*,2021,4.714010496671787,Highly recommended
Catering food and drink supplier,NH,**,2019,4.266869505079392,Recommended
Shoe store,NH,*,2015,3.25,Discreet
T-shirt store,NM,*,2019,4.391608391608392,Recommended
Mailing service,NH,**,2016,4.2,Recommended
Bistro,AL,***,2021,3.9473684210526314,Recommended
Graphic designer,WA,**,2018,4.890744493875982,Highly recommended
Fuel pump,AL,*,2020,3.125,Discreet
Meat wholesaler,WA,***,2015,5.0,Highly recommended
Ice cream shop,MS,**,2021,3.942987072612554,Recommended
Market,WA,***,2016,4.031746031746032,Recommended
Camera store,AL,**,2016,3.0207570207570207,Discreet
Brewery,AL,**,2017,3.9337160129843056,Recommended
Shanghainese restaurant,WA,**,2020,3.752136752136752,Recommended
Event planner,AL,**,2015,4.515873015873016,Highly recommended
Bar,NH,**,2017,4.196429701426364,Recommended
Diner,WA,***,2016,3.8055555555555554,Recommended
Custom t-shirt store,WA,**,2021,4.339165309998644,Recommended
Hot dog restaurant,NM,**,2018,4.365082170895843,Recommended
Butcher shop,MS,**,2016,4.875,Highly recommended
Sports bar,WA,*,2016,4.0605694548689195,Recommended
Boot store,AL,**,2019,4.239984489056755,Recommended
Bait shop,NH,**,2021,3.344444444444444,Discreet
Small engine repair service,AL,***,2020,4.2592592592592595,Recommended
Pasta shop,WA,*,2021,3.5229166666666667,Recommended
Massage spa,NH,**,2020,3.0,Discreet
Italian restaurant,WA,**,2020,4.351051789613521,Recommended
Used clothing store,NM,*,2019,3.5416666666666665,Recommended
Bait shop,AL,**,2019,4.479643962848297,Recommended
Ham shop,MS,**,2019,4.4142148226450555,Recommended
Vintage clothing store,WA,*,2017,4.002908238257889,Recommended
Traditional American restaurant,NM,*,2021,4.6891891891891895,Highly recommended
Delivery Restaurant,NH,*,2018,4.064602487478417,Recommended
Coffee shop,NM,**,2017,4.193094308303612,Recommended
Boat club,MS,**,2020,4.28,Recommended
Auto repair shop,NM,*,2019,3.306443835777039,Discreet
Mattress store,AL,**,2018,4.044951170313689,Recommended
Distillery,WA,**,2021,4.256880733944954,Recommended
European restaurant,NM,***,2015,4.0,Recommended
Takeout Restaurant,NH,*,2021,3.7325879777859465,Recommended
Cafe,AL,*,2019,4.3786355577042,Recommended
Office furniture store,WA,**,2020,3.806728071706858,Recommended
Chicken restaurant,AL,*,2017,3.837549497972377,Recommended
Down home cooking restaurant,WA,*,2020,4.224302134646962,Recommended
Internet service provider,NH,**,2018,4.28165616483136,Recommended
Bedding store,NH,**,2017,4.450712389210574,Recommended
Po’ boys restaurant,AL,**,2019,4.333333333333333,Recommended
Northern Italian restaurant,NH,**,2021,4.551724137931035,Highly recommended
Bar & grill,AL,**,2021,4.077063785511465,Recommended
Seafood restaurant,AL,**,2019,4.269757020322942,Recommended
Truck repair shop,AL,***,2017,5.0,Highly recommended
Home improvement store,AL,**,2018,4.515679606595213,Highly recommended
Food and drink,MS,*,2021,3.5,Discreet
Breakfast restaurant,WA,***,2019,4.492373339302574,Recommended
Candy store,NM,**,2018,4.3055854509217735,Recommended
Gas station,AL,*,2018,3.7450400566286888,Recommended
